Measured Voltage (V),,,
-----------------------,,,
16-Oct,14:07.8,0.7001,0.7001
16-Oct,14:07.9,0.7001,0.7001
16-Oct,14:08.0,0.7001,0.7001
16-Oct,14:08.1,0.7001,0.7001
16-Oct,14:08.2,0.7001,0.7001
16-Oct,14:08.3,0.7001,0.7001
16-Oct,14:08.4,0.7001,0.7001
16-Oct,14:08.5,0.7001,0.7001
16-Oct,14:08.6,0.7001,0.7001
16-Oct,14:08.7,0.7001,0.7001
16-Oct,14:08.8,0.7,0.7
16-Oct,14:08.9,0.7001,0.7001
16-Oct,14:09.0,0.7001,0.7001
16-Oct,14:09.1,0.7001,0.7001
16-Oct,14:09.3,0.7001,0.7001
16-Oct,14:09.4,0.7001,0.7001
16-Oct,14:09.5,0.7001,0.7001
16-Oct,14:09.5,0.7001,0.7001
16-Oct,14:09.7,0.7001,0.7001
16-Oct,14:09.8,0.7001,0.7001
16-Oct,14:09.9,0.7001,0.7001
16-Oct,14:10.0,0.7001,0.7001
16-Oct,14:10.1,0.7001,0.7001
16-Oct,14:10.2,0.7001,0.7001
16-Oct,14:10.3,0.7001,0.7001
16-Oct,14:10.4,0.7001,0.7001
16-Oct,14:10.5,0.7001,0.7001
16-Oct,14:10.6,0.7,0.7
16-Oct,14:10.7,0.7,0.7
16-Oct,14:10.8,0.7,0.7
16-Oct,14:10.9,0.7001,0.7001
16-Oct,14:11.0,0.7,0.7
16-Oct,14:11.1,0.7,0.7
16-Oct,14:11.2,0.7,0.7
16-Oct,14:11.3,0.7,0.7
16-Oct,14:11.4,0.7,0.7
16-Oct,14:11.5,0.6999,0.6999
16-Oct,14:11.6,0.6999,0.6999
16-Oct,14:11.7,0.6999,0.6999
16-Oct,14:11.8,0.6999,0.6999
16-Oct,14:11.9,0.6999,0.6999
16-Oct,14:12.0,0.6999,0.6999
16-Oct,14:12.1,0.6999,0.6999
16-Oct,14:12.2,0.6999,0.6999
16-Oct,14:12.3,0.6998,0.6998
16-Oct,14:12.4,0.6978,0.6978
16-Oct,14:12.5,0.6941,0.6941
16-Oct,14:12.6,0.6904,0.6904
16-Oct,14:12.7,0.6869,0.6869
16-Oct,14:12.8,0.6833,0.6833
16-Oct,14:12.9,0.6799,0.6799
16-Oct,14:13.0,0.6766,0.6766
16-Oct,14:13.1,0.6732,0.6732
16-Oct,14:13.2,0.67,0.67
16-Oct,14:13.3,0.6667,0.6667
16-Oct,14:13.4,0.6636,0.6636
16-Oct,14:13.5,0.6605,0.6605
16-Oct,14:13.6,0.6573,0.6573
16-Oct,14:13.7,0.6543,0.6543
16-Oct,14:13.8,0.6513,0.6513
16-Oct,14:13.9,0.6483,0.6483
16-Oct,14:14.1,0.6453,0.6453
16-Oct,14:14.2,0.6424,0.6424
16-Oct,14:14.3,0.6396,0.6396
16-Oct,14:14.4,0.6365,0.6365
16-Oct,14:14.5,0.6314,0.6314
16-Oct,14:14.6,0.6299,0.6299
16-Oct,14:14.7,0.6301,0.6301
16-Oct,14:14.8,0.6303,0.6303
16-Oct,14:15.0,0.6305,0.6305
16-Oct,14:15.1,0.6306,0.6306
16-Oct,14:15.2,0.6308,0.6308
16-Oct,14:15.3,0.6309,0.6309
16-Oct,14:15.4,0.6311,0.6311
16-Oct,14:15.5,0.6312,0.6312
16-Oct,14:15.6,0.6313,0.6313
16-Oct,14:15.7,0.6314,0.6314
16-Oct,14:15.8,0.6315,0.6315
16-Oct,14:15.9,0.6315,0.6315
16-Oct,14:16.0,0.6316,0.6316
16-Oct,14:16.1,0.6317,0.6317
16-Oct,14:16.2,0.6318,0.6318
16-Oct,14:16.3,0.6318,0.6318
16-Oct,14:16.4,0.6319,0.6319
16-Oct,14:16.5,0.632,0.632
16-Oct,14:16.6,0.632,0.632
16-Oct,14:16.7,0.6321,0.6321
16-Oct,14:16.8,0.6321,0.6321
16-Oct,14:16.9,0.6322,0.6322
16-Oct,14:17.1,0.6322,0.6322
16-Oct,14:17.2,0.6323,0.6323
16-Oct,14:17.3,0.6323,0.6323
16-Oct,14:17.4,0.6324,0.6324
16-Oct,14:17.5,0.6324,0.6324
16-Oct,14:17.6,0.6325,0.6325
16-Oct,14:17.7,0.6325,0.6325
16-Oct,14:17.8,0.6326,0.6326
16-Oct,14:17.9,0.6326,0.6326
16-Oct,14:18.0,0.6327,0.6327
16-Oct,14:18.1,0.6327,0.6327
16-Oct,14:18.2,0.6328,0.6328
16-Oct,14:18.3,0.6328,0.6328
16-Oct,14:18.4,0.6329,0.6329
16-Oct,14:18.5,0.6329,0.6329
16-Oct,14:18.6,0.6329,0.6329
16-Oct,14:18.8,0.633,0.633
16-Oct,14:18.9,0.633,0.633
16-Oct,14:19.0,0.6331,0.6331
16-Oct,14:19.1,0.6331,0.6331
16-Oct,14:19.2,0.6332,0.6332
16-Oct,14:19.3,0.6332,0.6332
16-Oct,14:19.4,0.6332,0.6332
16-Oct,14:19.5,0.6333,0.6333
16-Oct,14:19.6,0.6333,0.6333
16-Oct,14:19.7,0.6663,0.6663
16-Oct,14:19.8,0.6966,0.6966
16-Oct,14:19.9,0.6959,0.6959
16-Oct,14:20.0,0.6971,0.6971
16-Oct,14:20.1,0.6997,0.6997
16-Oct,14:20.2,0.7024,0.7024
16-Oct,14:20.3,0.7036,0.7036
16-Oct,14:20.4,0.7028,0.7028
16-Oct,14:20.6,0.7001,0.7001
16-Oct,14:20.6,0.6974,0.6974
16-Oct,14:20.8,0.6973,0.6973
16-Oct,14:20.9,0.7002,0.7002
16-Oct,14:21.0,0.7028,0.7028
16-Oct,14:21.1,0.7021,0.7021
16-Oct,14:21.2,0.699,0.699
16-Oct,14:21.3,0.6975,0.6975
16-Oct,14:21.4,0.6996,0.6996
16-Oct,14:21.5,0.7023,0.7023
16-Oct,14:21.6,0.7011,0.7011
16-Oct,14:21.7,0.6981,0.6981
16-Oct,14:21.8,0.6994,0.6994
16-Oct,14:21.9,0.702,0.702
16-Oct,14:22.0,0.7001,0.7001
16-Oct,14:22.1,0.6984,0.6984
16-Oct,14:22.2,0.7015,0.7015
16-Oct,14:22.3,0.7,0.7
16-Oct,14:22.4,0.699,0.699
16-Oct,14:22.5,0.7015,0.7015
16-Oct,14:22.6,0.699,0.699
16-Oct,14:22.7,0.7006,0.7006
16-Oct,14:22.8,0.7,0.7
16-Oct,14:22.9,0.7,0.7
16-Oct,14:23.0,0.7001,0.7001
16-Oct,14:23.1,0.7004,0.7004
16-Oct,14:23.2,0.6994,0.6994
16-Oct,14:23.3,0.7007,0.7007
16-Oct,14:23.4,0.7003,0.7003
16-Oct,14:23.5,0.6996,0.6996
16-Oct,14:23.6,0.6997,0.6997
16-Oct,14:23.7,0.6999,0.6999
16-Oct,14:23.8,0.7,0.7
16-Oct,14:23.9,0.7,0.7
16-Oct,14:24.0,0.6999,0.6999
16-Oct,14:24.1,0.6999,0.6999
16-Oct,14:24.2,0.7,0.7
16-Oct,14:24.3,0.7001,0.7001
16-Oct,14:24.4,0.7002,0.7002
16-Oct,14:24.5,0.7002,0.7002
16-Oct,14:24.6,0.7002,0.7002
16-Oct,14:24.7,0.7001,0.7001
16-Oct,14:24.8,0.7001,0.7001
16-Oct,14:24.9,0.7001,0.7001
16-Oct,14:25.0,0.7001,0.7001
16-Oct,14:25.1,0.7001,0.7001
16-Oct,14:25.2,0.7001,0.7001
16-Oct,14:25.3,0.7001,0.7001
16-Oct,14:25.4,0.7001,0.7001
16-Oct,14:25.5,0.7001,0.7001
16-Oct,14:25.6,0.7001,0.7001
16-Oct,14:25.7,0.7001,0.7001
16-Oct,14:25.8,0.7001,0.7001
16-Oct,14:25.9,0.7001,0.7001
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
